kind,destination_slug,destination_name,source_file,target_file,db_table,db_id,db_name,db_image_path,match_status,notes
unmatched,phu-quoc,,PhuQuoc/bai-sao-phu-quoc.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,phu-quoc,,PhuQuoc/cap-treo-hon-thom.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,phu-quoc,,PhuQuoc/cho-em-dinh-cau.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,phu-quoc,,PhuQuoc/chua-ho-quoc.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,phu-quoc,,PhuQuoc/grand-world-phu-quoc.jpg,,,,,,manual_needed,no exact slug match in DB
hotel_candidate,phu-quoc,,PhuQuoc/intercontinental-phu-quoc.jpg,Backend/static/img/hotels/phu-quoc/intercontinental-phu-quoc.jpg,hotels,93,InterContinental Phú Quốc,/img/hotels/intercontinental.jpg,exact,slug match
unmatched,phu-quoc,,PhuQuoc/lang-chai-ham-ninh.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,phu-quoc,,PhuQuoc/nha-tu-phu-quoc.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,phu-quoc,,PhuQuoc/safari-phu-quoc.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,phu-quoc,,PhuQuoc/vinwonders-phu-quoc.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,pleiku,,Pleiku/bao-tang-hcm-chi-nhanh-gia-lai-kontum-pleiku.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,pleiku,,Pleiku/bao-tang-pleiku.webp,,,,,,manual_needed,no exact slug match in DB
place_candidate,pleiku,,Pleiku/Cong-vien-Dien-Hong-pleiku.jpg,Backend/static/img/places/pleiku/cong-vien-dien-hong-pleiku.jpg,places,2220,Công Viên Diên Hồng Pleiku,,exact,slug match
hotel_candidate,pleiku,,Pleiku/hagl-hotel-pleiku.jpg,Backend/static/img/hotels/pleiku/hagl-hotel-pleiku.jpg,hotels,158,HAGL Hotel Pleiku,/img/hotels/hagl-pleiku.jpg,exact,slug match
unmatched,pleiku,,Pleiku/khach-san-pleiku&em-pleiku.avif,,,,,,manual_needed,no exact slug match in DB
unmatched,pleiku,,Pleiku/khu-vui-choi-tre-em-pleiku.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,pleiku,,Pleiku/Nha-hang-Pho-Bien-Pleiku.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,pleiku,,Pleiku/nha-hat-kich-Dam-San-pleiku.webp,,,,,,manual_needed,no exact slug match in DB
unmatched,pleiku,,Pleiku/quan-com-ga-my-tam-2-pleiku.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,pleiku,,Pleiku/touch-cinema-pleiku.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,quy-nhon,,QuyNhon/avani-quynhon-resort.png,,,,,,manual_needed,no exact slug match in DB
unmatched,quy-nhon,,QuyNhon/bao-tang-Quan-Trung-quy-nhon.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,quy-nhon,,QuyNhon/binh-dinh-museum-quy-nhon.jpg,,,,,,manual_needed,no exact slug match in DB
place_candidate,quy-nhon,,QuyNhon/cho-quy-nhon.jpg,Backend/static/img/places/quy-nhon/cho-quy-nhon.jpg,places,1730,Chợ Quy Nhơn,,exact,slug match
place_candidate,quy-nhon,,QuyNhon/Du-lich-Quy-Nhon-Vung-Boi.jpg,Backend/static/img/places/quy-nhon/du-lich-quy-nhon-vung-boi.jpg,places,1692,Du lịch Quy Nhơn - Vũng Bồi,,exact,slug match
unmatched,quy-nhon,,QuyNhon/hata-hotel-quy-nhon.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,quy-nhon,,QuyNhon/khu-sinh-thai-suoi-tien-quy-nhon.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,quy-nhon,,QuyNhon/nha-hang-hai-nam-quy-nhon.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,quy-nhon,,QuyNhon/starlight-quy-nhon.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,quy-nhon,,QuyNhon/vvhouse-quy-nhon.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,sapa,,Sapa/bao-tang-dan-toc-lai-chau-sapa.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,sapa,,Sapa/bao-tang-sapa.jpg,,,,,,manual_needed,no exact slug match in DB
place_candidate,sapa,,Sapa/cho-dem-sapa.png,Backend/static/img/places/sapa/cho-dem-sapa.png,places,659,Chợ đêm Sapa,,exact,slug match
unmatched,sapa,,Sapa/cho-sapa.jpg,,,,,,manual_needed,no exact slug match in DB
place_candidate,sapa,,Sapa/hem-may-cafe-sapa.jpg,Backend/static/img/places/sapa/hem-may-cafe-sapa.jpg,places,621,Hẻm Mây Cafe Sapa,,exact,slug match
hotel_candidate,sapa,,Sapa/Hotel-de-la-Coupole-Sapa.jpg,Backend/static/img/hotels/sapa/hotel-de-la-coupole-sapa.jpg,hotels,95,Hotel de la Coupole Sapa,/img/hotels/coupole.jpg,exact,slug match
place_candidate,sapa,,Sapa/khu-du-lich-sinh-thai-Ham-rong-sapa.jpg,Backend/static/img/places/sapa/khu-du-lich-sinh-thai-ham-rong-sapa.jpg,places,644,Khu Du Lịch Sinh Thái Hàm Rồng SaPa,,exact,slug match
place_candidate,sapa,,Sapa/nha-hang-sapa.jpg,Backend/static/img/places/sapa/nha-hang-sapa.jpg,places,612,Nhà hàng Sapa,,exact,slug match
unmatched,sapa,,Sapa/nha-hat-Suoi-reo-sapa.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,sapa,,Sapa/trung-tam-thuong-mai-moi-xa-Sapa.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,tay-ninh,,TayNinh/Chavi-Garden-Tay-ninh.jpg,,,,,,manual_needed,no exact slug match in DB
place_candidate,tay-ninh,,TayNinh/lotte-cinema-Tay-ninh.jpg,Backend/static/img/places/tay-ninh/lotte-cinema-tay-ninh.jpg,places,525,Lotte Cinema Tây Ninh,,exact,slug match
hotel_candidate,tay-ninh,,TayNinh/Melia-Vinpearl-Tay-Ninh.avif,Backend/static/img/hotels/tay-ninh/melia-vinpearl-tay-ninh.avif,hotels,160,Melia Vinpearl Tây Ninh,/img/hotels/melia-tay-ninh.jpg,exact,slug match
unmatched,tay-ninh,,TayNinh/trung-tam-thuong-mai-tay-ninh.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,tp-ho-chi-minh,,TPHCM/bao_tang_my_thuat_tphcm.webp,,,,,,manual_needed,no exact slug match in DB
unmatched,tp-ho-chi-minh,,TPHCM/bao-tang-lich-su-tphcm.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,tp-ho-chi-minh,,TPHCM/cafe-Da-lat-pho-tphcm.jpg,,,,,,manual_needed,no exact slug match in DB
hotel_candidate,tp-ho-chi-minh,,TPHCM/Caravelle_Saigon.jpg,Backend/static/img/hotels/tp-ho-chi-minh/caravelle-saigon.jpg,hotels,77,Caravelle Saigon,/img/hotels/caravelle.jpg,exact,slug match
unmatched,tp-ho-chi-minh,,TPHCM/nha-hang-ai-hue-tphcm.jpg,,,,,,manual_needed,no exact slug match in DB
unmatched,tp-ho-chi-minh,,TPHCM/nha-hat-hoa-binh-tphcm.webp,,,,,,manual_needed,no exact slug match in DB
unmatched,tp-ho-chi-minh,,TPHCM/Nhanvip-coffee-tphcm.jpg,,,,,,manual_needed,no exact slug match in DB
